world,type,neg_requests_rejected,contracts_signed,negs_failed,contracts_dropped,contracts_concluded,negs_timedout,breaches_received,neg_requests_received,contracts_nullified,negs_registered,negs_initiated,exceptions,negotiator_exceptions,neg_requests_sent,breaches_committed,contracts_executed,negs_succeeded,contracts_erred,contracts_breached,times
000220251205H1139423084075ixF_L-P-KgPN.0755b380,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,902,122,0,453,30,0,464,0,464,464,[],[],464,0,451,342,0,0,5.070032784715295e-07
000220251205H1139423084075ixF_L-P-KgPN.0755b380,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,250,157,0,126,0,0,232,0,232,232,[],[],232,0,125,75,0,0,2.450033207423985e-07
000220251205H1139423084075ixF_L-P-KgPN.0755b380,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.240071914158762e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,776,80,5,390,5,0,330,0,330,96,[],[],96,0,383,250,0,0,5.120018613524735e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,316,138,1,158,10,0,234,0,234,0,[],[],0,0,157,96,0,0,1.186999725177884e-06
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,254,215,0,128,5,0,280,0,280,280,[],[],280,0,127,63,0,0,2.640008460730314e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,192,204,0,97,38,0,234,0,234,0,[],[],0,0,96,29,0,0,2.540036803111434e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,682,356,0,343,166,0,560,0,560,560,[],[],560,0,341,204,0,0,4.890025593340397e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,182,211,0,92,124,0,234,0,234,0,[],[],0,0,91,22,0,0,2.7000351110473275e-07
000320251205H1139423651402d3f_L-X-PWCs.10b69a67,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,5.010006134398282e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1382,416,75,693,9,0,953,0,953,512,[],[],512,0,616,537,0,0,9.349969332106411e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,110,359,0,56,0,0,359,0,359,359,[],[],359,0,55,0,0,0,2.00001522898674e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,246,559,1,123,0,0,682,0,682,0,[],[],0,0,122,123,0,0,2.1999585442245007e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,152,359,0,77,0,0,359,0,359,359,[],[],359,0,76,0,0,0,1.8200080376118422e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,788,1839,9,396,0,0,2082,0,2082,718,[],[],718,0,385,243,0,0,1.4460092643275857e-06
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2010,852,41,1008,9,0,1615,0,1615,1077,[],[],1077,0,964,763,0,0,8.560018613934517e-07
000020251205H113942142818qBUX_LitaAgentN-LitaAgentP-X9e7.00785e7e,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,4.4099579099565744e-07
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2570,266,89,1288,28,0,1316,0,1316,756,[],[],756,0,1196,1050,0,0,1.3949902495369315e-06
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,388,184,4,195,60,0,299,0,299,299,[],[],299,0,190,114,0,0,8.689967216923833e-07
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,568,478,6,284,0,0,763,0,763,0,[],[],0,0,278,284,0,0,2.8400245355442166e-07
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,544,466,0,274,21,0,598,0,598,598,[],[],598,0,272,131,0,0,5.869951564818621e-07
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2958,1185,35,1482,277,0,2423,0,2423,897,[],[],897,0,1444,1237,0,0,1.3609969755634665e-06
000120251205H113942213462aczN_L-P-ODe4.03db4869,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,184,287,0,93,0,0,299,0,299,299,[],[],299,0,92,12,0,0,2.8700014809146523e-07
000120251205H113942213462aczN_L-P-ODe4.03db4869,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,5.499969120137393e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,516,52,6,259,5,0,212,0,212,212,[],[],212,0,252,160,0,0,1.3100361684337258e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,200,393,0,101,0,0,393,0,393,393,[],[],393,0,100,0,0,0,1.3699900591745973e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,258,293,1,130,100,0,353,0,353,0,[],[],0,0,128,60,0,0,5.590045475400984e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,492,207,4,247,2,0,353,0,353,0,[],[],0,0,242,146,0,0,1.3500539353117347e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,562,658,0,283,63,0,746,0,746,393,[],[],393,0,281,88,0,0,2.629967639222741e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,730,553,1,367,334,0,725,0,725,393,[],[],393,0,364,172,0,0,2.7400528779253364e-07
000420251205H113942444814iCAZ_LitaAgentC-LitaAgentP-Uvn4.1325196b,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,2.710003172978759e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,770,108,21,387,6,0,355,0,355,116,[],[],116,0,364,247,0,0,5.010078893974423e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,128,280,0,65,0,0,280,0,280,280,[],[],280,0,64,0,0,0,2.730012056417763e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,274,164,2,137,2,0,239,0,239,0,[],[],0,0,135,75,0,0,8.889983291737735e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,428,92,5,215,0,0,239,0,239,0,[],[],0,0,209,145,0,0,2.890010364353657e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,198,207,0,100,45,0,239,0,239,0,[],[],0,0,99,32,0,0,2.849992597475648e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,904,243,0,454,53,0,560,0,560,560,[],[],560,0,452,315,0,0,4.890025593340397e-07
000320251205H1139423651402d3f_LitaAgentC-LitaAgentP-XYXy.0939dfb2,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.969988367520273e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,730,213,0,367,7,0,464,0,464,0,[],[],0,0,365,251,0,0,5.67000824958086e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,116,232,0,59,0,0,232,0,232,0,[],[],0,0,58,0,0,0,8.210045052692294e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,100,232,0,51,0,0,232,0,232,232,[],[],232,0,50,0,0,0,2.809974830597639e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,108,224,0,55,42,0,232,0,232,0,[],[],0,0,54,7,0,0,2.9600050766021013e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,662,241,0,333,49,0,464,0,464,464,[],[],464,0,331,222,0,0,5.019974196329713e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,188,196,0,95,0,0,232,0,232,232,[],[],232,0,94,36,0,0,2.540036803111434e-07
000220251205H1139423084075ixF_LitaAgentC-LitaAgentP-PYUp.07f99cd7,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.23999915458262e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,760,198,0,382,9,0,464,0,464,0,[],[],0,0,380,266,0,0,5.480105755850673e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,284,148,0,143,1,0,232,0,232,0,[],[],0,0,142,84,0,0,8.600036380812526e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,280,150,0,141,0,0,232,0,232,232,[],[],232,0,140,82,0,0,2.6899215299636126e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,100,232,0,51,0,0,232,0,232,232,[],[],232,0,50,0,0,0,2.3400934878736734e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,112,223,0,57,37,0,232,0,232,0,[],[],0,0,56,9,0,0,2.6999623514711857e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,772,187,0,388,47,0,464,0,464,464,[],[],464,0,386,277,0,0,4.5201159082353115e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-XZxv.071ce9e7,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.580077413469553e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,514,49,3,258,11,0,208,0,208,208,[],[],208,0,254,159,0,0,2.989982021972537e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,530,186,1,266,1,0,352,0,352,0,[],[],0,0,264,165,0,0,3.0700175557285547e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,208,392,0,105,0,0,400,0,400,400,[],[],400,0,104,4,0,0,2.7500209398567677e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,550,668,0,277,2,0,752,0,752,400,[],[],400,0,275,82,0,0,5.430047167465091e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1048,420,2,526,5,0,752,0,752,400,[],[],400,0,522,331,0,0,5.170004442334175e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,224,307,0,113,11,0,352,0,352,0,[],[],0,0,112,43,0,0,8.520000847056508e-07
000420251205H113942444814iCAZ_L-U-PLGj.1266d726,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.369947757571936e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,828,164,0,416,19,0,464,0,464,0,[],[],0,0,414,300,0,0,5.370020517148077e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,128,218,0,65,3,0,232,0,232,232,[],[],232,0,64,14,0,0,2.500019036233425e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,348,116,0,175,4,0,232,0,232,0,[],[],0,0,174,116,0,0,8.379938662983477e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,116,221,0,59,27,0,232,0,232,0,[],[],0,0,58,11,0,0,2.490050974301994e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,880,133,0,442,47,0,464,0,464,464,[],[],464,0,440,331,0,0,5.249967216514051e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,280,150,0,141,0,0,232,0,232,232,[],[],232,0,140,82,0,0,2.85006535705179e-07
000220251205H1139423084075ixF_U-P-Orex.077119f2,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.149995558895171e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,746,125,9,375,14,0,360,0,360,120,[],[],120,0,364,235,0,0,4.57002897746861e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,124,240,0,62,0,0,240,0,240,0,[],[],0,0,62,0,0,0,7.889975677244365e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,388,115,1,195,40,0,240,0,240,0,[],[],0,0,193,125,0,0,2.9699731385335326e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,142,273,0,72,26,0,280,0,280,280,[],[],280,0,71,7,0,0,2.259985194541514e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,198,208,0,100,23,0,240,0,240,0,[],[],0,0,99,32,0,0,2.710003172978759e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,776,309,0,390,47,0,560,0,560,560,[],[],560,0,388,251,0,0,3.7300196709111333e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentP-Utia.1142d225,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.660032573156059e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2692,340,99,1349,52,0,1451,0,1451,801,[],[],801,0,1247,1111,0,0,1.2900054571218789e-06
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,170,303,0,86,0,0,308,0,308,308,[],[],308,0,85,5,0,0,1.1980009730905294e-06
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,192,292,0,97,96,0,308,0,308,308,[],[],308,0,96,16,0,0,2.66998540610075e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,688,412,0,346,4,0,616,0,616,616,[],[],616,0,344,203,0,0,6.080008461140096e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2954,1226,40,1480,258,0,2462,0,2462,924,[],[],924,0,1437,1235,0,0,1.36898597702384e-06
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,460,539,1,230,16,0,769,0,769,0,[],[],0,0,229,230,0,0,2.630040398798883e-07
000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-PpyE.054606ec,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,5.780020728707314e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2714,349,109,1360,27,0,1471,0,1471,739,[],[],739,0,1248,1122,0,0,1.2560049071907997e-06
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,202,266,0,102,9,0,287,0,287,287,[],[],287,0,101,21,0,0,2.4300243239849806e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,636,174,36,318,0,0,492,0,492,0,[],[],0,0,282,318,0,0,2.5599729269742966e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,160,287,0,81,0,0,287,0,287,287,[],[],287,0,80,0,0,0,9.8699820227921e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,738,346,0,371,8,0,574,0,574,574,[],[],574,0,369,228,0,0,5.859910743311048e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,3642,806,63,1824,142,0,2385,0,2385,861,[],[],861,0,1758,1579,0,0,1.2880045687779784e-06
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-Uner.03c689f9,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.929897841066122e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2760,344,133,1383,22,0,1489,0,1489,739,[],[],739,0,1247,1145,0,0,1.2350064935162663e-06
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,162,286,0,82,1,0,287,0,287,287,[],[],287,0,81,1,0,0,2.3699249140918255e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,602,173,34,301,0,0,474,0,474,0,[],[],0,0,267,301,0,0,2.720043994486332e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,160,287,0,81,0,0,287,0,287,287,[],[],287,0,80,0,0,0,9.00996383279562e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,768,331,0,386,1,0,574,0,574,574,[],[],574,0,384,243,0,0,4.949979484081268e-07
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2584,1335,61,1295,22,0,2385,0,2385,861,[],[],861,0,1231,1050,0,0,1.1820084182545543e-06
000120251205H113942213462aczN_LitaAgentC-LitaAgentN-KHil.0354c3d6,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.759931471198797e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,728,99,19,366,9,0,325,0,325,92,[],[],92,0,345,226,0,0,5.309921107254922e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,140,274,0,71,0,0,280,0,280,280,[],[],280,0,70,6,0,0,2.2899621399119496e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,394,103,4,198,0,0,233,0,233,0,[],[],0,0,193,128,0,0,2.390006557106972e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,180,210,0,91,52,0,233,0,233,0,[],[],0,0,90,23,0,0,2.439992385916412e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,802,294,0,403,60,0,560,0,560,560,[],[],560,0,401,264,0,0,4.969988367520273e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,202,194,3,101,1,0,233,0,233,0,[],[],0,0,98,39,0,0,9.039940778166056e-07
000320251205H1139423651402d3f_L-X-PaRn.11219b25,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.839967004954815e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-UHJB.01840e0d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1298,414,63,651,6,0,910,0,910,482,[],[],482,0,586,495,0,0,9.680079529061913e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-UHJB.01840e0d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,202,576,1,101,35,0,677,0,677,0,[],[],0,0,100,101,0,0,2.1600862964987755e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-UHJB.01840e0d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,110,350,0,56,0,0,350,0,350,350,[],[],350,0,55,0,0,0,2.2500171326100826e-07
000020251205H113942142818qBUX_LitaAgentC-LitaAgentN-UHJB.01840e0d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,152,350,0,77,0,0,350,0,350,350,[],[],350,0,76,0,0,0,2.680026227608323e-07
