world,type,negs_timedout,contracts_executed,negs_registered,negs_succeeded,contracts_breached,neg_requests_sent,negs_failed,breaches_received,contracts_erred,contracts_dropped,contracts_nullified,breaches_committed,neg_requests_rejected,times,contracts_signed,negs_initiated,negotiator_exceptions,exceptions,contracts_concluded,neg_requests_received
000320251210H223957935659O58P_L-U-OK0b.101c39b4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,8,151,262,65,0,0,197,0,0,4,0,0,0,1.0000007932831068e-07,310,0,[],[],156,262
000320251210H223957935659O58P_L-U-OK0b.101c39b4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,8,343,288,171,0,288,117,0,0,5,0,0,0,1.8999980966327712e-07,696,288,[],[],350,288
000320251210H223957935659O58P_L-U-OK0b.101c39b4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,10,365,904,82,0,380,822,0,0,0,0,0,0,2.700001004996011e-07,730,380,[],[],368,904
000320251210H223957935659O58P_L-U-OK0b.101c39b4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,2,148,262,62,0,0,200,0,0,1,0,0,0,6.39999825580162e-07,298,0,[],[],150,262
000320251210H223957935659O58P_L-U-OK0b.101c39b4,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1460,0,[],[],738,0
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,132,123,321,30,0,321,290,0,0,0,0,0,0,1.5000023267930374e-07,246,321,[],[],123,321
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,208,864,208,0,0,654,0,0,0,0,0,0,8.999995770864189e-08,416,0,[],[],208,864
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,96,321,0,0,321,321,0,0,0,0,0,0,4.700004865298979e-07,192,321,[],[],97,321
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,21,1538,1581,1207,0,1284,374,0,0,43,0,0,0,4.599996827892028e-07,3162,1284,[],[],1585,1581
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,43,140,321,46,0,321,275,0,0,0,0,0,0,8.999995770864189e-08,280,321,[],[],141,321
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,328,1579,2370,1401,0,642,968,0,0,5,0,0,0,3.5999983083456755e-07,3168,642,[],[],1586,2370
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-PWhN.04ceaed0,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7000002117129043e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,99,323,6,0,323,317,0,0,0,0,0,0,2.800006768666208e-07,198,323,[],[],99,323
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,23,1573,1607,1251,0,1292,356,0,0,52,0,0,0,7.499984349124134e-07,3250,1292,[],[],1629,1607
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,213,864,213,0,0,651,0,0,0,0,0,0,1.6000012692529708e-07,426,0,[],[],213,864
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,31,145,323,51,0,323,272,0,0,0,0,0,0,1.4999932318460196e-07,290,323,[],[],146,323
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,177,1837,2374,1659,0,646,715,0,0,5,0,0,0,6.200007192092016e-07,3684,646,[],[],1844,2374
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,129,187,323,94,0,323,229,0,0,3,0,0,0,8.400002116104588e-07,380,323,[],[],191,323
000120251210H223957863747wmRA_L-X-KfgS.0563cc27,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.0000046535860747e-07,1680,0,[],[],848,0
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,0,507,0,0,0,240,0,0,0,0,0,0,9.999985195463523e-08,0,0,[],[],0,507
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,162,267,110,0,0,157,0,0,0,0,0,0,4.500002432905603e-07,324,0,[],[],162,267
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,491,840,344,0,615,371,0,0,24,0,0,0,4.2999909055652097e-07,1030,615,[],[],518,840
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,31,507,31,0,0,209,0,0,0,0,0,0,1.1000020094797947e-07,62,0,[],[],31,507
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,5,281,1540,221,0,1540,704,0,0,0,0,0,0,4.199996510578785e-07,562,1540,[],[],282,1540
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,11,1065,1967,888,0,659,501,0,0,0,0,0,0,6.700006451865193e-07,2130,659,[],[],1068,1967
000420251210H223957973606jpxE_L-X-PVak.14d69fb8,System,0,460,0,0,0,0,0,0,0,0,0,0,0,2.100000529026147e-07,920,0,[],[],467,0
000320251210H223957935659O58P_L-P-O1Ar.117d7707,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,87,288,0,0,0,288,0,0,0,0,0,0,6.699997356918175e-07,174,0,[],[],88,288
000320251210H223957935659O58P_L-P-O1Ar.117d7707,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,4,146,288,56,0,0,232,0,0,0,0,0,0,1.400003384333104e-07,292,0,[],[],147,288
000320251210H223957935659O58P_L-P-O1Ar.117d7707,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,6,299,392,122,0,392,270,0,0,0,0,0,0,1.7999991541728377e-07,598,392,[],[],301,392
000320251210H223957935659O58P_L-P-O1Ar.117d7707,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,8,407,956,124,0,380,832,0,0,0,0,0,0,2.800002221192699e-07,814,380,[],[],410,956
000320251210H223957935659O58P_L-P-O1Ar.117d7707,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,121,380,28,0,380,352,0,0,0,0,0,0,8.999995770864189e-08,242,380,[],[],122,380
000320251210H223957935659O58P_L-P-O1Ar.117d7707,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.8000037016463466e-07,1460,0,[],[],738,0
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,1,266,857,271,0,0,586,0,0,5,0,0,0,8.999995770864189e-08,542,0,[],[],271,857
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,100,328,4,0,328,324,0,0,0,0,0,0,6.199998097144999e-07,200,328,[],[],101,328
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,27,1627,1651,1314,0,1291,337,0,0,61,0,0,0,4.599996827892028e-07,3376,1291,[],[],1692,1651
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,52,138,328,44,0,328,284,0,0,0,0,0,0,8.999995770864189e-08,276,328,[],[],139,328
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,182,328,92,0,328,236,0,0,3,0,0,0,1.6000012692529708e-07,370,328,[],[],185,328
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,248,1449,2370,1277,0,656,1093,0,0,11,0,0,0,3.699997250805609e-07,2920,656,[],[],1462,2370
000120251210H223957863747wmRA_L-Po-PrXNT.0315df84,System,0,840,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_L-U-PtrY.05326320,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,93,226,318,131,0,318,187,0,0,1,0,0,0,5.800002327305265e-07,454,318,[],[],228,318
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,8,280,864,280,0,0,584,0,0,0,0,0,0,8.999995770864189e-08,560,0,[],[],280,864
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,19,1583,1542,1244,0,1272,298,0,0,35,0,0,0,4.6000059228390455e-07,3236,1272,[],[],1622,1542
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,39,147,318,53,0,318,265,0,0,0,0,0,0,8.999995770864189e-08,294,318,[],[],148,318
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,225,1799,2364,1621,0,636,743,0,0,5,0,0,0,3.80000528821256e-07,3608,636,[],[],1806,2364
000120251210H223957863747wmRA_L-U-PtrY.05326320,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,249,318,157,0,318,161,0,0,1,0,0,0,1.7999991541728377e-07,500,318,[],[],250,318
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,83,306,568,306,0,0,262,0,0,0,0,0,0,9.999985195463523e-08,612,0,[],[],306,568
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,67,529,516,402,0,516,114,0,0,13,0,0,0,1.9999970390927047e-07,1084,516,[],[],544,516
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,53,181,360,214,0,0,146,0,0,33,0,0,0,8.999995770864189e-08,428,0,[],[],214,360
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,267,2142,2426,1818,0,1290,608,0,0,20,0,0,0,1.2200007404317148e-06,4324,1290,[],[],2166,2426
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,2,72,258,2,0,258,256,0,0,0,0,0,0,8.999995770864189e-08,144,258,[],[],73,258
000220251210H223957905396qy6l_L-K-OhUG.07cb5d42,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.0000061340397224e-07,1108,0,[],[],561,0
000320251210H223957935659O58P_L-U-PW6g.1052c143,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,93,377,0,0,377,377,0,0,0,0,0,0,1.6000012692529708e-07,186,377,[],[],94,377
000320251210H223957935659O58P_L-U-PW6g.1052c143,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,7,164,273,76,0,0,197,0,0,2,0,0,0,1.700009306659922e-07,332,0,[],[],167,273
000320251210H223957935659O58P_L-U-PW6g.1052c143,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,3,132,273,45,0,0,228,0,0,0,0,0,0,7.199996616691351e-07,264,0,[],[],133,273
000320251210H223957935659O58P_L-U-PW6g.1052c143,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,8,359,332,184,0,332,148,0,0,2,0,0,0,3.5999983083456755e-07,722,332,[],[],363,332
000320251210H223957935659O58P_L-U-PW6g.1052c143,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,6,350,917,67,0,377,850,0,0,0,0,0,0,5.100027919979766e-07,700,377,[],[],353,917
000320251210H223957935659O58P_L-U-PW6g.1052c143,System,0,730,0,0,0,0,0,0,0,0,0,0,0,3.2000025385059416e-07,1460,0,[],[],738,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,System,0,460,0,0,0,0,0,0,0,0,0,0,0,3.300001480965875e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,78,478,82,0,0,135,0,0,4,0,0,0,1.6000012692529708e-07,164,0,[],[],82,478
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,52,478,52,0,0,166,0,0,0,0,0,0,1.7000002117129043e-07,104,0,[],[],52,478
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,553,762,411,0,546,230,0,0,29,0,0,0,6.30000613455195e-07,1164,546,[],[],585,762
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,3,340,1536,283,0,1536,641,0,0,3,0,0,0,6.299997039604932e-07,686,1536,[],[],344,1536
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,19,1017,1866,842,0,608,476,0,0,2,0,0,0,1.0199992175330408e-06,2038,608,[],[],1022,1866
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNZ8x.12d2ebff,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,208,260,156,0,0,104,0,0,0,0,0,0,8.09999619377777e-07,416,0,[],[],208,260
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,3,270,839,273,0,0,566,0,0,3,0,0,0,8.999995770864189e-08,546,0,[],[],273,839
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,30,1530,1545,1220,0,1221,325,0,0,64,0,0,0,4.4999978854320943e-07,3188,1221,[],[],1598,1545
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,132,324,39,0,324,285,0,0,0,0,0,0,1.0000030670198612e-07,264,324,[],[],132,324
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,41,142,324,48,0,324,276,0,0,0,0,0,0,8.999995770864189e-08,284,324,[],[],143,324
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,201,1833,2326,1663,0,648,663,0,0,13,0,0,0,3.5999983083456755e-07,3692,648,[],[],1848,2326
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,135,183,324,89,0,324,235,0,0,2,0,0,0,5.399997462518513e-07,370,324,[],[],186,324
000120251210H223957863747wmRA_X-P-KLCz.03aee92d,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1680,0,[],[],848,0
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1108,0,[],[],561,0
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,4,86,253,16,0,253,237,0,0,0,0,0,0,9.999985195463523e-08,172,253,[],[],87,253
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,11,510,473,375,0,473,98,0,0,5,0,0,0,2.200013113906607e-07,1030,473,[],[],517,473
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,224,557,224,0,0,333,0,0,0,0,0,0,1.0999974620062858e-07,448,0,[],[],224,557
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,343,1930,2379,1598,0,1265,781,0,0,12,0,0,0,1.2199989214423113e-06,3884,1265,[],[],1946,2379
000220251210H223957905396qy6l_L-Po-Prg7H.06c131c6,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,238,320,251,0,0,69,0,0,13,0,0,0,1.0999974620062858e-07,502,0,[],[],251,320
000320251210H223957935659O58P_L-P-OCof.104cda3a,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,93,378,0,0,378,378,0,0,0,0,0,0,1.400003384333104e-07,186,378,[],[],94,378
000320251210H223957935659O58P_L-P-OCof.104cda3a,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,4,335,284,168,0,284,116,0,0,10,0,0,0,3.300001480965875e-07,690,284,[],[],347,284
000320251210H223957935659O58P_L-P-OCof.104cda3a,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,6,384,896,101,0,378,795,0,0,0,0,0,0,5.000001692678779e-07,768,378,[],[],387,896
000320251210H223957935659O58P_L-P-OCof.104cda3a,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,165,261,80,0,0,181,0,0,5,0,0,0,1.7000002117129043e-07,340,0,[],[],171,261
000320251210H223957935659O58P_L-P-OCof.104cda3a,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,2,143,261,61,0,0,200,0,0,5,0,0,0,7.899998308857903e-07,296,0,[],[],149,261
000320251210H223957935659O58P_L-P-OCof.104cda3a,System,0,730,0,0,0,0,0,0,0,0,0,0,0,3.499999365885742e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,135,259,55,0,0,204,0,0,7,0,0,0,5.699994289898314e-07,284,0,[],[],143,259
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,2,338,276,179,0,276,97,0,0,18,0,0,0,1.900007191579789e-07,712,276,[],[],358,276
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,8,391,898,108,0,380,790,0,0,0,0,0,0,2.79999767371919e-07,782,380,[],[],394,898
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,97,380,4,0,380,376,0,0,0,0,0,0,8.999995770864189e-08,194,380,[],[],98,380
000320251210H223957935659O58P_LitaAgentC-LitaAgentN-KVly.0929366f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,175,259,96,0,0,163,0,0,11,0,0,0,1.3000044418731704e-07,372,0,[],[],187,259
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,90,277,0,0,0,277,0,0,0,0,0,0,1.4999977793195285e-07,180,0,[],[],91,277
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,20,96,380,3,0,380,377,0,0,0,0,0,0,8.999995770864189e-08,192,380,[],[],97,380
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,5,307,348,133,0,348,215,0,0,3,0,0,0,1.8999980966327712e-07,620,348,[],[],312,348
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,29,390,934,107,0,380,827,0,0,0,0,0,0,2.800002221192699e-07,780,380,[],[],393,934
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,26,151,277,67,0,0,210,0,0,3,0,0,0,4.99999714520527e-07,308,0,[],[],155,277
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-KBvo.119b3be3,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1460,0,[],[],738,0
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,93,335,0,0,335,335,0,0,0,0,0,0,1.7000002117129043e-07,186,335,[],[],93,335
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,42,1610,1724,1291,0,1301,433,0,0,55,0,0,0,7.799999366397969e-07,3330,1301,[],[],1669,1724
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,172,335,76,0,335,259,0,0,0,0,0,0,7.799999366397969e-07,344,335,[],[],173,335
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,28,170,335,76,0,335,259,0,0,0,0,0,0,1.599992174305953e-07,340,335,[],[],171,335
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,1,259,851,260,0,0,591,0,0,1,0,0,0,1.6000012692529708e-07,520,0,[],[],260,851
000120251210H223957863747wmRA_L-X-PAlH.05020773,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,65,1656,2372,1485,0,670,887,0,0,12,0,0,0,6.299997039604932e-07,3336,670,[],[],1670,2372
000120251210H223957863747wmRA_L-X-PAlH.05020773,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.300001480965875e-07,1680,0,[],[],848,0
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,61,104,380,11,0,380,368,0,0,0,0,0,0,8.999995770864189e-08,208,380,[],[],105,380
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,6,158,286,70,0,0,215,0,0,2,0,0,0,1.1000065569533035e-07,320,0,[],[],161,286
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,2,335,384,167,0,384,217,0,0,9,0,0,0,1.7999991541728377e-07,688,384,[],[],346,384
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,58,429,952,146,0,380,806,0,0,0,0,0,0,2.599999788799323e-07,858,380,[],[],432,952
